Collection,Datetime_updated_seconds,Price_USD
Axie,2019-01-31 15:50:07,21.456000000000003
Axie,2019-01-31 15:14:43,3.2184
Axie,2019-01-31 15:03:23,2.857497166666666
Axie,2019-01-31 15:03:20,2.854492333333334
Axie,2019-01-31 14:54:57,5.193332916666667
Axie,2019-01-31 14:45:38,1.50192
Axie,2019-01-31 14:16:37,11.941108333333332
Axie,2019-01-31 11:21:04,1.8883546041666668
Axie,2019-01-31 10:55:06,2.03832
Axie,2019-01-31 10:43:49,1.957028083333333
Axie,2019-01-31 10:15:57,1.9186823125
Axie,2019-01-31 09:55:12,3.0391033333333333
Axie,2019-01-31 09:50:02,5.139730166666666
Axie,2019-01-31 09:05:44,2.03832
Axie,2019-01-31 08:33:10,4.586961895833333
Axie,2019-01-31 08:23:30,3.995248750000001
Axie,2019-01-31 07:50:14,7.135471642857143
Axie,2019-01-31 07:47:52,5.364000000000001
Axie,2019-01-31 06:51:42,2.022252833333333
Axie,2019-01-31 05:54:43,3.139386541666666
Axie,2019-01-31 05:47:43,3.132513916666667
Axie,2019-01-31 05:41:20,4.55915862
Axie,2019-01-31 05:28:03,10.66644642375
Axie,2019-01-31 04:51:09,6.2431745
Axie,2019-01-31 04:48:39,10.717272
Axie,2019-01-31 04:42:31,1.93104
Axie,2019-01-31 03:27:33,2.368409633333333
Axie,2019-01-31 02:53:34,5.322391750000001
Axie,2019-01-31 02:53:33,3.5946746666666662
Axie,2019-01-31 00:15:47,5.364000000000001
Axie,2019-01-30 23:59:17,16.128
Axie,2019-01-30 23:21:54,3.11808
Axie,2019-01-30 23:20:40,2.688
Axie,2019-01-30 23:17:41,2.3023018666666664
Axie,2019-01-30 22:49:40,2.1504
Axie,2019-01-30 22:49:29,10.752
Axie,2019-01-30 22:21:10,10.64448
Axie,2019-01-30 22:09:19,4.549144319999999
Axie,2019-01-30 22:03:30,2.5101440000000004
Axie,2019-01-30 20:52:12,3.2256
Axie,2019-01-30 20:00:34,8.667200888888889
Axie,2019-01-30 19:37:04,16.128
Axie,2019-01-30 19:08:42,3.2256
Axie,2019-01-30 19:08:34,2.758037333333333
Axie,2019-01-30 18:58:42,2.7666924444444443
Axie,2019-01-30 18:58:14,3.2256
Axie,2019-01-30 18:55:22,2.688
Axie,2019-01-30 18:51:33,2.688
Axie,2019-01-30 18:45:18,9.793292444444443
Axie,2019-01-30 18:42:41,2.688
Axie,2019-01-30 18:22:58,8.719635555555554
